Policy Area,Dataset,Variable,Year,Count,Tract,Tract Number,Neighborhood,GEOID,Location,Row ID,Date
Public Safety,Part I Crimes,Part I Violent Crimes,2013,2.3439164,"Census Tract 6040.02, Los Angeles County, California",604002,Lawndale,1400000US06037604002,"(33.8765055, -118.3568285)",Part_I_Violent_Crimes_2013_1400000US06037604002,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2015,17.278618,"Census Tract 1240, Los Angeles County, California",124000,Valley Village,1400000US06037124000,"(34.162959, -118.4048165)",Part_I_Property_Crimes_2015_1400000US06037124000,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2014,0.63381398,"Census Tract 4034.08, Los Angeles County, California",403408,Walnut,1400000US06037403408,"(34.024588, -117.881909)",Part_I_Violent_Crimes_2014_1400000US06037403408,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2016,1.4503263,"Census Tract 1216, Los Angeles County, California",121600,Sun Valley,1400000US06037121600,"(34.211448, -118.409348)",Part_I_Violent_Crimes_2016_1400000US06037121600,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2012,10.255379,"Census Tract 2084.01, Los Angeles County, California",208401,Westlake,1400000US06037208401,"(34.063775, -118.269137)",Part_I_Property_Crimes_2012_1400000US06037208401,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2015,2.9057701,"Census Tract 4329.01, Los Angeles County, California",432901,Rosemead,1400000US06037432901,"(34.076691, -118.071417)",Part_I_Violent_Crimes_2015_1400000US06037432901,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2012,0.80619156,"Census Tract 4033.21, Los Angeles County, California",403321,Diamond Bar,1400000US06037403321,"(34.0161265, -117.7892785)",Part_I_Violent_Crimes_2012_1400000US06037403321,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2013,14.675053,"Census Tract 2132.01, Los Angeles County, California",213201,Harvard Heights,1400000US06037213201,"(34.052656, -118.3044735)",Part_I_Property_Crimes_2013_1400000US06037213201,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2012,0,"Census Tract 5015.01, Los Angeles County, California",501501,Whittier,1400000US06037501501,"(34.002062, -118.0303905)",Part_I_Property_Crimes_2012_1400000US06037501501,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2012,1.5964878,"Census Tract 1011.10, Los Angeles County, California",101110,Tujunga,1400000US06037101110,"(34.2595555, -118.293602)",Part_I_Violent_Crimes_2012_1400000US06037101110,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2013,35.790112,"Census Tract 1218.02, Los Angeles County, California",121802,Sun Valley,1400000US06037121802,"(34.219592, -118.39214)",Part_I_Property_Crimes_2013_1400000US06037121802,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2015,9.9150143,"Census Tract 8001.01, Los Angeles County, California",800101,Calabasas,1400000US06037800101,"(34.1354985, -118.6295565)",Part_I_Property_Crimes_2015_1400000US06037800101,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2013,28.471819,"Census Tract 2393.20, Los Angeles County, California",239320,Florence,1400000US06037239320,"(33.978568, -118.2717375)",Part_I_Property_Crimes_2013_1400000US06037239320,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2015,10.556821,"Census Tract 4071.01, Los Angeles County, California",407101,La Puente,1400000US06037407101,"(34.047535, -117.972437)",Part_I_Property_Crimes_2015_1400000US06037407101,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2014,24.767801,"Census Tract 9009, Los Angeles County, California",900900,Northwest Antelope Valley,1400000US06037900900,"(34.762262, -118.2328575)",Part_I_Property_Crimes_2014_1400000US06037900900,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2014,13.713364,"Census Tract 5400, Los Angeles County, California",540000,Lynwood,1400000US06037540000,"(33.9217835, -118.182427)",Part_I_Property_Crimes_2014_1400000US06037540000,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2016,4.6166759,"Census Tract 9102.10, Los Angeles County, California",910210,Palmdale,1400000US06037910210,"(34.6157635, -118.1969445)",Part_I_Property_Crimes_2016_1400000US06037910210,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2016,5.7903881,"Census Tract 2243.20, Los Angeles County, California",224320,Pico-Union,1400000US06037224320,"(34.041517, -118.2804885)",Part_I_Violent_Crimes_2016_1400000US06037224320,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2014,6.9026942,"Census Tract 2410.02, Los Angeles County, California",241002,Green Meadows,1400000US06037241002,"(33.925538, -118.2615615)",Part_I_Violent_Crimes_2014_1400000US06037241002,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2013,10.026155,"Census Tract 1904.02, Los Angeles County, California",190402,Los Feliz,1400000US06037190402,"(34.103557, -118.307149)",Part_I_Property_Crimes_2013_1400000US06037190402,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2014,18.573551,"Census Tract 2149.01, Los Angeles County, California",214901,Beverly Grove,1400000US06037214901,"(34.0742895, -118.387219)",Part_I_Property_Crimes_2014_1400000US06037214901,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2014,11.371974,"Census Tract 1397.03, Los Angeles County, California",139703,Tarzana,1400000US06037139703,"(34.144623, -118.5319345)",Part_I_Property_Crimes_2014_1400000US06037139703,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2014,20.629297,"Census Tract 1197, Los Angeles County, California",119700,Panorama City,1400000US06037119700,"(34.219334, -118.4266115)",Part_I_Property_Crimes_2014_1400000US06037119700,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2015,0.78724658,"Census Tract 5038.02, Los Angeles County, California",503802,La Mirada,1400000US06037503802,"(33.8968395, -118.0030395)",Part_I_Violent_Crimes_2015_1400000US06037503802,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2016,13.207812,"Census Tract 5433.22, Los Angeles County, California",543322,Carson,1400000US06037543322,"(33.852461, -118.257305)",Part_I_Property_Crimes_2016_1400000US06037543322,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2016,4.9019608,"Census Tract 2760, Los Angeles County, California",276000,Westchester,1400000US06037276000,"(33.9702295, -118.386834)",Part_I_Violent_Crimes_2016_1400000US06037276000,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2015,5.3859963,"Census Tract 1193.41, Los Angeles County, California",119341,Panorama City,1400000US06037119341,"(34.237627, -118.4453355)",Part_I_Violent_Crimes_2015_1400000US06037119341,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2012,14.505242,"Census Tract 4072, Los Angeles County, California",407200,La Puente,1400000US06037407200,"(34.0334615, -117.9610665)",Part_I_Property_Crimes_2012_1400000US06037407200,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2012,0.82214308,"Census Tract 1412.01, Los Angeles County, California",141201,Sherman Oaks,1400000US06037141201,"(34.1528925, -118.442632)",Part_I_Violent_Crimes_2012_1400000US06037141201,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2015,15.191199,"Census Tract 1837.01, Los Angeles County, California",183701,Highland Park,1400000US06037183701,"(34.108515, -118.186489)",Part_I_Property_Crimes_2015_1400000US06037183701,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2013,19.952353,"Census Tract 1997, Los Angeles County, California",199700,Lincoln Heights,1400000US06037199700,"(34.0679435, -118.221008)",Part_I_Property_Crimes_2013_1400000US06037199700,01/01/2013
Public Safety,Part I Crimes,Part I Violent Crimes,2012,4.9696302,"Census Tract 1912.04, Los Angeles County, California",191204,East Hollywood,1400000US06037191204,"(34.0931035, -118.2982805)",Part_I_Violent_Crimes_2012_1400000US06037191204,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2013,11.682651,"Census Tract 9201.02, Los Angeles County, California",920102,Ridge Route,1400000US06037920102,"(34.6130265, -118.5884185)",Part_I_Property_Crimes_2013_1400000US06037920102,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2015,18.338015,"Census Tract 1343.03, Los Angeles County, California",134303,West Hills,1400000US06037134303,"(34.2027615, -118.614672)",Part_I_Property_Crimes_2015_1400000US06037134303,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2015,0.87285423,"Census Tract 8001.02, Los Angeles County, California",800102,Topanga,1400000US06037800102,"(34.105487, -118.6313095)",Part_I_Violent_Crimes_2015_1400000US06037800102,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2014,21.153418,"Census Tract 2410.02, Los Angeles County, California",241002,Green Meadows,1400000US06037241002,"(33.925538, -118.2615615)",Part_I_Property_Crimes_2014_1400000US06037241002,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2014,4.1137543,"Census Tract 4812.02, Los Angeles County, California",481202,San Gabriel,1400000US06037481202,"(34.097006, -118.0822805)",Part_I_Property_Crimes_2014_1400000US06037481202,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2014,26.829268,"Census Tract 1151.03, Los Angeles County, California",115103,Northridge,1400000US06037115103,"(34.246414, -118.528551)",Part_I_Property_Crimes_2014_1400000US06037115103,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2015,14.65821,"Census Tract 4033.16, Los Angeles County, California",403316,Diamond Bar,1400000US06037403316,"(34.032461, -117.797391)",Part_I_Property_Crimes_2015_1400000US06037403316,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2014,7.1113291,"Census Tract 9107.14, Los Angeles County, California",910714,Palmdale,1400000US06037910714,"(34.561705, -118.03843)",Part_I_Violent_Crimes_2014_1400000US06037910714,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2014,79.646019,"Census Tract 7011, Los Angeles County, California",701100,Veterans Administration,1400000US06037701100,"(34.057384, -118.4572585)",Part_I_Property_Crimes_2014_1400000US06037701100,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2015,49.507996,"Census Tract 2088.01, Los Angeles County, California",208801,Westlake,1400000US06037208801,"(34.0602215, -118.276593)",Part_I_Violent_Crimes_2015_1400000US06037208801,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2012,2.2339561,"Census Tract 1224.20, Los Angeles County, California",122420,Sun Valley,1400000US06037122420,"(34.203194, -118.3834125)",Part_I_Violent_Crimes_2012_1400000US06037122420,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2013,0.32862306,"Census Tract 2964.01, Los Angeles County, California",296401,San Pedro,1400000US06037296401,"(33.7417575, -118.3143515)",Part_I_Violent_Crimes_2013_1400000US06037296401,01/01/2013
Public Safety,Part I Crimes,Part I Violent Crimes,2012,4.1631975,"Census Tract 9002.01, Los Angeles County, California",900201,Northeast Antelope Valley,1400000US06037900201,"(34.7010005, -117.961077)",Part_I_Violent_Crimes_2012_1400000US06037900201,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2012,6.1024146,"Census Tract 2282.10, Los Angeles County, California",228210,Central-Alameda,1400000US06037228210,"(34.010168, -118.2525945)",Part_I_Violent_Crimes_2012_1400000US06037228210,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2016,13.095749,"Census Tract 2946.20, Los Angeles County, California",294620,Wilmington,1400000US06037294620,"(33.78725, -118.2472725)",Part_I_Property_Crimes_2016_1400000US06037294620,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2012,44.349453,"Census Tract 1252, Los Angeles County, California",125200,Valley Village,1400000US06037125200,"(34.1648915, -118.383369)",Part_I_Property_Crimes_2012_1400000US06037125200,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2016,9.1876211,"Census Tract 2011.20, Los Angeles County, California",201120,El Sereno,1400000US06037201120,"(34.094111, -118.1626205)",Part_I_Property_Crimes_2016_1400000US06037201120,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2013,19.17754,"Census Tract 1955, Los Angeles County, California",195500,Silver Lake,1400000US06037195500,"(34.089488, -118.2664995)",Part_I_Property_Crimes_2013_1400000US06037195500,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2015,17.837234,"Census Tract 1060.20, Los Angeles County, California",106020,Sylmar,1400000US06037106020,"(34.320427, -118.428524)",Part_I_Property_Crimes_2015_1400000US06037106020,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2012,5.8577404,"Census Tract 1220, Los Angeles County, California",122000,Sun Valley,1400000US06037122000,"(34.2171585, -118.4183795)",Part_I_Violent_Crimes_2012_1400000US06037122000,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2014,12.452438,"Census Tract 2098.20, Los Angeles County, California",209820,Pico-Union,1400000US06037209820,"(34.047197, -118.278215)",Part_I_Property_Crimes_2014_1400000US06037209820,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2013,4.8911715,"Census Tract 5309.01, Los Angeles County, California",530901,East Los Angeles,1400000US06037530901,"(34.0432735, -118.1886005)",Part_I_Violent_Crimes_2013_1400000US06037530901,01/01/2013
Public Safety,Part I Crimes,Part I Violent Crimes,2015,3.2819166,"Census Tract 5528, Los Angeles County, California",552800,Norwalk,1400000US06037552800,"(33.8984565, -118.091186)",Part_I_Violent_Crimes_2015_1400000US06037552800,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2014,5.28262,"Census Tract 1881, Los Angeles County, California",188100,Atwater Village,1400000US06037188100,"(34.137637, -118.270105)",Part_I_Violent_Crimes_2014_1400000US06037188100,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2016,19.526066,"Census Tract 1194, Los Angeles County, California",119400,Arleta,1400000US06037119400,"(34.2399345, -118.4355265)",Part_I_Property_Crimes_2016_1400000US06037119400,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2012,10.878901,"Census Tract 5319.01, Los Angeles County, California",531901,East Los Angeles,1400000US06037531901,"(34.013511, -118.142268)",Part_I_Property_Crimes_2012_1400000US06037531901,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2012,10.616438,"Census Tract 2656.01, Los Angeles County, California",265601,Westwood,1400000US06037265601,"(34.0558665, -118.433093)",Part_I_Property_Crimes_2012_1400000US06037265601,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2016,3.7306473,"Census Tract 5519, Los Angeles County, California",551900,Norwalk,1400000US06037551900,"(33.9095205, -118.105257)",Part_I_Violent_Crimes_2016_1400000US06037551900,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2014,29.854429,"Census Tract 6028.01, Los Angeles County, California",602801,Athens,1400000US06037602801,"(33.9273235, -118.3002815)",Part_I_Property_Crimes_2014_1400000US06037602801,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2014,4.5085664,"Census Tract 9102.06, Los Angeles County, California",910206,Palmdale,1400000US06037910206,"(34.5868255, -118.2268865)",Part_I_Property_Crimes_2014_1400000US06037910206,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2013,15.013405,"Census Tract 1974.10, Los Angeles County, California",197410,Echo Park,1400000US06037197410,"(34.094369, -118.2512135)",Part_I_Property_Crimes_2013_1400000US06037197410,01/01/2013
Public Safety,Part I Crimes,Part I Violent Crimes,2013,3.4223135,"Census Tract 1911.20, Los Angeles County, California",191120,East Hollywood,1400000US06037191120,"(34.0929955, -118.3048465)",Part_I_Violent_Crimes_2013_1400000US06037191120,01/01/2013
Public Safety,Part I Crimes,Part I Violent Crimes,2012,8.8012142,"Census Tract 2414, Los Angeles County, California",241400,Broadway-Manchester,1400000US06037241400,"(33.925504, -118.275396)",Part_I_Violent_Crimes_2012_1400000US06037241400,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2014,8.7912092,"Census Tract 2016.01, Los Angeles County, California",201601,El Sereno,1400000US06037201601,"(34.071752, -118.17646)",Part_I_Property_Crimes_2014_1400000US06037201601,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2012,5.4585152,"Census Tract 9106.03, Los Angeles County, California",910603,Palmdale,1400000US06037910603,"(34.565435, -118.0850595)",Part_I_Violent_Crimes_2012_1400000US06037910603,01/01/2012
